"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008544","epidermis development","147/4940","402/18860",0.365671641791045,1.39606622756662,4.78180326961394,2.40942729950797e-06,0.000166012188658406,0.000137152015510454,"ETV4/CRABP2/LDB2/ABCA12/PITX2/EZH2/LGR4/FERMT1/GRHL3/MYO7A/COL17A1/KRT16/FOXI3/LATS2/ELAPOR2/KRT81/CYP27B1/KRT80/TGM1/CDKN2A/TMEM79/HOXC13/POU3F2/PRKCH/CNFN/KLF4/PKP3/LHFPL5/CDH3/KRT6A/GAL/COL7A1/ST14/MAFF/EMP1/ZBED2/OVOL1/HOXB13/FA2H/LHX2/DSP/ESRP1/SOX18/SOSTDC1/KRT83/SVEP1/NSUN2/SPRR1B/FGF10/FGF2/KRT79/ZFP36/LIPK/LSR/FOXE1/ALOXE3/CCN2/MYCN/PTHLH/IVL/LIPN/GATA6/KRT6B/FGFR2/KRT15/RBP2/FABP5/GRHL1/USH1C/FAM3C/CLDN4/STRC/DNASE1L2/KAZN/SCRIB/DLX3/NME2/TGM5/SPRR2D/KRT3/CALML5/KRT17/CASP14/TFAP2C/KRT14/KRT78/S100A7/SOX21/KRT86/KRT75/SPRR3/HEY2/CDH23/WNT10A/NFKBIZ/DSG4/AKR1C3/GJB5/KRT6C/STMN1/KRT27/TMEM132E/CYSRT1/EREG/FGF20/DKK1/TMC1/SCEL/PKP1/MSX2/OVOL3/WNT16/SPRR1A/KRT1/CYP26B1/LAMB3/KRT4/SOX9/WNT10B/MET/FOXQ1/TGFB2/SPRR2F/DKK4/KRT32/SFRP4/KRT72/PLA2G10/ZNF750/POU4F3/KRT36/SPINK5/IL17A/DSC1/TMPRSS11F/KRT34/ATOH1/PAX6/ALX4/KLK14/IL20/KRT31/MIR125B1/CERS3/KRT9/SPRR2E/LIPM",147
"GO:0001763","morphogenesis of a branching structure","87/4940","214/18860",0.406542056074766,1.55210185780771,4.83878629977153,2.55309774449145e-06,0.000173999161499581,0.000143750503439845,"GREM1/PITX2/FOXF1/LGR4/MDK/RASIP1/SLIT2/TIE1/NOTCH4/TGFBR2/TCF21/TIMELESS/HMGA2/TBX3/TBX2/SIX4/PAK1/ENG/SULF1/KDM5B/GREB1L/ST14/TMEM59L/HOXB13/NTN4/SHOX2/EDN1/HOXA5/SALL1/SIX1/FGF10/FGF2/SIX2/ADAMTS16/DLG5/MYCN/SOCS3/EGF/CAV3/FGFR2/LHX1/AGT/GPC3/NPNT/ETV5/HOXB7/NFATC4/HHIP/HOXA13/PGR/RSPO2/BMP2/GCM1/GDNF/FOXA1/TFAP2C/AGTR2/LRRK2/MMP14/COL13A1/HOXA11/WNT2B/DCHS1/HOXD13/GDF2/RDH10/WNT6/TNC/HS3ST3A1/MSX2/PKHD1/HOXD11/GBX2/DLX2/SOX9/WNT2/FOXD1/MET/SFRP2/FIGNL2/WNT1/CASR/IHH/TBX20/EPHA7/LAMA1/FGF8",87
"GO:1900047","negative regulation of hemostasis","30/4940","53/18860",0.566037735849057,2.16102665953709,5.04224044589943,2.63284590523024e-06,0.000177504772320361,0.000146646685904222,"FGB/THBD/F12/PROC/CEACAM1/FAP/ANGPT1/PLAU/PDGFB/EDN1/PROS1/SERPING1/UBASH3B/COMP/ADTRP/F2/PRKG1/FGA/F11/CPB2/HRG/PF4/TSPAN8/SERPINE2/ADAMTS18/PLAT/KRT1/KNG1/FGG/VTN",30
"GO:0001822","kidney development","122/4940","323/18860",0.377708978328173,1.4420225366942,4.77341436649536,2.76471374729251e-06,0.000184412289314085,0.000152353374584842,"PECAM1/TEK/EDNRB/CENPF/GREM1/KIF26B/EZH2/LGR4/SMAD6/KANK2/GCNT3/CAT/SOX17/TFAP2A/HELLS/STRA6/SLIT2/WFS1/SOX4/EPCAM/TCF21/ADAMTS1/CD34/SIX4/HYAL2/SULF1/GREB1L/ACE/AQP11/ITGA8/ANGPT1/MMP17/HOXC11/GPR4/TMEM59L/SMAD7/OVOL1/SOX11/TNS2/PDGFB/CRLF1/EDN1/SALL1/SIX1/FGF10/FGF2/LAMB2/SIX2/ADAMTS16/UPK3A/MME/DLG5/PLCE1/WWTR1/EGR1/PODXL/FGFR2/LHX1/AGT/GPC3/NPNT/HOXB7/PTPRO/BMP2/MMP9/GDNF/BASP1/ZBTB16/BMPER/HEYL/RET/ID3/AGTR2/LRRK2/HOXA11/CD24/WNT2B/CALB1/AGTR1/DCHS1/CDKN1C/FRAS1/LIN28A/RDH10/WNT6/SIM1/KCNJ8/COL4A4/ROBO2/KLF15/CYP26A1/COL4A3/ERBB4/HS3ST3A1/PKHD1/AQP1/NPHS1/OSR2/ARG2/HOXD11/GFRA1/CYP26B1/SOX9/FOXD1/GCNT4/SERPINB7/TGFB2/ITGB3/PCSK9/ODC1/PROM1/DDC/WNT1/KCNJ1/SLC34A1/IRX1/EPHA7/DCHS2/FGF8/POU3F3/SLC22A6/CER1",122
"GO:0003073","regulation of systemic arterial blood pressure","52/4940","112/18860",0.464285714285714,1.77255639097744,4.8850039089251,3.06495303807886e-06,0.000202286900513205,0.000167120597234195,"EMP2/ADM2/EDNRB/ADRB2/NMU/BMPR2/MANF/ENG/CORO2B/PTPN1/ACE/ADRB1/GAS6/SLC2A5/CALCA/GJA5/PDGFB/EDN1/ADRA1A/KL/ADAMTS16/MME/AGT/AVPR2/AVPR1B/PTPRO/POSTN/KCNK3/NOX1/APLN/AGTR2/TAC4/CPA3/TNNI3/AGTR1/NTSR1/F2RL1/CTSG/CMA1/EDN2/RASL10B/EDN3/P2RX2/GPR37L1/TTR/ADORA1/FSHR/OR51E2/KLK3/NPPB/CYP4F2/AVP",52
"GO:0003012","muscle system process","172/4940","485/18860",0.354639175257732,1.35394632497183,4.70433011721485,3.14519145081025e-06,0.000205420316631044,0.00016970928869997,"EDNRB/EZH2/ADRB2/CAV1/TNNC1/JPH4/LMCD1/NMUR1/NMU/SCN4B/SYNM/SCN8A/TBX3/MYOC/TBX2/PAK1/MB/SULF1/FBXO32/MYL9/P2RY1/KLF4/PI16/DES/JSRP1/DOCK4/CALCA/CHRNB4/LMOD1/NUP155/SMAD7/KCNA5/CASQ2/MYH2/GJA5/REM1/FXYD1/CRYAB/DSP/ARRB1/ENO1/PDGFB/GPER1/EDN1/UTRN/KCNIP1/APBB1/SCN7A/LMOD3/SGCA/ADRA1A/ACACB/COMP/TMOD1/RNF207/ATP1A2/SLC6A8/TNNT1/NPR3/DSG2/STAC/ATP2A1/CAV3/KCND2/NR4A3/GATA6/TRIM72/AGT/CA3/NPNT/MIR25/HTR1D/MYBPH/SCN4A/MYH11/MYL6B/STAC3/PRKG1/APLNR/CACNA1S/TRPV1/MYOM2/MYL3/KCNE4/CHRNB1/SCN2B/CNN1/CHRM2/GDNF/JPH3/MYLK/KCNJ5/TNNC2/JPH2/PPARG/KLHL41/MEIS1/MYH6/MYOZ1/TBXA2R/APLN/ATP1B1/ALDOA/PROK2/CAMK2B/ITGA2/TRPA1/TNNI3/UCN/GATA5/SMPX/P2RX1/KCNE1/PABPN1/GAMT/SLC8A3/HEY2/MYOCD/GJA1/KCNJ8/GALR2/KLF15/SCN1A/ASPH/HTR2B/EDN2/TNNI2/G6PD/EDN3/TRPC3/MYH7/OXT/C10orf71/ADGRD1/ARG2/TBCE/P2RX2/KBTBD13/HMOX1/CHRND/P2RX6/SCN5A/TNNT3/PKP2/KCNH2/SCN3B/ADCY10/CERS1/ADRA2A/CHRNG/NKX2-5/CACNA1G/P2RX3/TNNT2/NOS1/SCN3A/CHRNB2/CCDC78/ADORA1/PVALEF/CLCN1/UTS2/GATA4/TBX20/MYH4/MYH8/MYH1/ACTN3/CHGA/LEP/STAC2/MYL2",172
"GO:0007127","meiosis I","59/4940","132/18860",0.446969696969697,1.70644706171022,4.8520366813437,3.18571006589394e-06,0.000205921671269639,0.000170123485993099,"TOP2A/PLK1/CCNB2/RAD54L/NDC80/ZWINT/BRIP1/ESPL1/KNL1/CCNE1/EME1/AURKA/PTTG1/P3H4/TOP6BL/RAD51/FANCD2/TRIP13/RAD54B/BRDT/HSF2BP/RAD51AP1/CCNE2/HORMAD1/TEX11/SHOC1/NDC1/MSH5/MEIOC/TEX19/MCMDC2/SYCE3/BRME1/BRCA2/DMRTC2/MEIOB/ANKLE1/DMRT1/MYBL1/SYCP2/EME2/C14orf39/DDX4/MAJIN/RNF212/TEX15/MND1/CKS2/SYCE1L/SPDYA/STAG3/MAEL/MOV10L1/PRDM9/PTTG3P/CCNA1/RPL10L/PIWIL2/MEI4",59
"GO:0001508","action potential","75/4940","179/18860",0.418994413407821,1.59964263904282,4.80199992773762,3.30694343374933e-06,0.000210234988351566,0.000173686960073543,"CAV1/SCN4B/SCN8A/CD36/GRIA1/HCN3/KCNMB3/CHRNB4/CLCN2/NUP155/KCNA5/CASQ2/GJA5/DSP/KCNA4/GPER1/SCN7A/ADRA1A/RNF207/ATP1A2/KCNQ3/DSG2/CAV3/KCND2/AKAP7/HCN2/GRIK2/KCNQ2/SCN4A/NTRK3/SLC4A3/CACNB3/KCNE4/KCNK3/SCN2B/KCNJ5/KCNG2/KCNK9/ATP1B1/CACNA1I/TRPA1/KCNV1/NDP/P2RX1/KCNE1/TBX18/KCNA10/GPR88/KCNC2/KCNA7/GJA1/KCNJ8/ASIC5/SCN1A/CACNB4/NTRK2/KCNC1/SCN5A/PKP2/KCNMB2/KCNH2/SCN3B/SLC8A2/KCNK2/KCNF1/CHRNA4/HCN1/KCNG1/CACNA1G/NOS1/SCN3A/CHRNB2/CLCN1/KCNV2/KCNK16",75
"GO:0001764","neuron migration","81/4940","197/18860",0.411167512690355,1.56976098974496,4.78892772731272,3.31949981607736e-06,0.000210234988351566,0.000173686960073543,"ASPM/PITX2/MDK/FEZF1/GPM6A/SEMA6A/PHACTR1/WDR62/SEPTIN4/COL3A1/GATA2/SRGAP2C/GAS6/TUBB2B/FBXO41/IGSF10/MYH10/DCC/MDGA1/POU4F1/SPOCK1/DAB2IP/TRIM46/KIF20B/NSMF/CDK5R1/FILIP1/ADGRG1/LHX1/TWIST1/LHX6/NTRK3/PRKG1/ASCL1/CDKL5/NRG3/CDK5R2/PLXNA3/GFRA3/NDNF/LRP8/CAMK2A/SATB2/CXCL12/CAMK2B/TUBA1A/SEMA3A/KIF26A/SOX14/TUBB2A/EVX1/NKX6-1/FAT3/ERBB4/CHL1/NTNG1/NTRK2/DDIT4/VAX1/DRGX/PHOX2B/FOXG1/CNTN2/SEPTIN14/CX3CL1/DCDC2/ARX/ADGRL3/SOX1/ATOH1/PAX6/CCKAR/SCRT1/TBX20/BARHL2/CTNNA2/OLIG3/DCX/TLX3/DNER/FEZF2",81
"GO:0001539","cilium or flagellum-dependent cell motility","90/4940","225/18860",0.4,1.52712550607287,4.738531571626,3.84904867622111e-06,0.00023894589306838,0.000197406654879459,"DNAH14/SEPTIN4/SORD/TEKT5/CATSPERT/FSIP2/CELF3/CFAP210/PFN4/TUBA1A/TAC4/TEKT3/RSPH9/CFAP161/ARMC12/CFAP58/LRRC46/CFAP53/DRC2/PACRG/SPMIP6/SAXO4/HOATZ/CFAP52/DDX4/CATSPERD/KLC3/CFAP276/EFHB/TMEM232/CFAP144/RNASE10/DRC5/DNAH10/DNAI3/CFAP61/CFAP77/RIBC1/ROPN1L/CLXN/RSPH4A/CFAP141/DRC1/CFAP65/TEKT1/ENKUR/CFAP90/DNAAF6/SPAG8/CFAP43/CIMIP2A/TEKT2/TEKT4/CCDC146/CFAP107/ODAD3/TEX101/TAC3/CFAP57/PDCL2/DNAI1/DNAH9/TTLL8/PLA2G3/DNAH6/DRC7/CCDC181/GAS2L2/SPAG6/GARIN2/CFAP46/ARMC3/CFAP45/RSPH6A/SLC22A14/NEURL1/TPPP2/CFAP206/CATSPER4/EPPIN/TTLL6/GAPDHS/CFAP47/DEFB1/APOB/SPMIP9/PRSS55/PGK2/ADAM7/CIMAP1A",90
"GO:0060285","cilium-dependent cell motility","90/4940","225/18860",0.4,1.52712550607287,4.738531571626,3.84904867622111e-06,0.00023894589306838,0.000197406654879459,"DNAH14/SEPTIN4/SORD/TEKT5/CATSPERT/FSIP2/CELF3/CFAP210/PFN4/TUBA1A/TAC4/TEKT3/RSPH9/CFAP161/ARMC12/CFAP58/LRRC46/CFAP53/DRC2/PACRG/SPMIP6/SAXO4/HOATZ/CFAP52/DDX4/CATSPERD/KLC3/CFAP276/EFHB/TMEM232/CFAP144/RNASE10/DRC5/DNAH10/DNAI3/CFAP61/CFAP77/RIBC1/ROPN1L/CLXN/RSPH4A/CFAP141/DRC1/CFAP65/TEKT1/ENKUR/CFAP90/DNAAF6/SPAG8/CFAP43/CIMIP2A/TEKT2/TEKT4/CCDC146/CFAP107/ODAD3/TEX101/TAC3/CFAP57/PDCL2/DNAI1/DNAH9/TTLL8/PLA2G3/DNAH6/DRC7/CCDC181/GAS2L2/SPAG6/GARIN2/CFAP46/ARMC3/CFAP45/RSPH6A/SLC22A14/NEURL1/TPPP2/CFAP206/CATSPER4/EPPIN/TTLL6/GAPDHS/CFAP47/DEFB1/APOB/SPMIP9/PRSS55/PGK2/ADAM7/CIMAP1A",90
"GO:0060294","cilium movement involved in cell motility","89/4940","222/18860",0.400900900900901,1.5305649779334,4.73716595952921,3.89868210988958e-06,0.00023965428263733,0.000197991895384588,"DNAH14/SEPTIN4/SORD/TEKT5/CATSPERT/FSIP2/CELF3/CFAP210/PFN4/TUBA1A/TAC4/TEKT3/RSPH9/CFAP161/ARMC12/CFAP58/LRRC46/CFAP53/PACRG/SPMIP6/SAXO4/HOATZ/CFAP52/DDX4/CATSPERD/KLC3/CFAP276/EFHB/TMEM232/CFAP144/RNASE10/DRC5/DNAH10/DNAI3/CFAP61/CFAP77/RIBC1/ROPN1L/CLXN/RSPH4A/CFAP141/DRC1/CFAP65/TEKT1/ENKUR/CFAP90/DNAAF6/SPAG8/CFAP43/CIMIP2A/TEKT2/TEKT4/CCDC146/CFAP107/ODAD3/TEX101/TAC3/CFAP57/PDCL2/DNAI1/DNAH9/TTLL8/PLA2G3/DNAH6/DRC7/CCDC181/GAS2L2/SPAG6/GARIN2/CFAP46/ARMC3/CFAP45/RSPH6A/SLC22A14/NEURL1/TPPP2/CFAP206/CATSPER4/EPPIN/TTLL6/GAPDHS/CFAP47/DEFB1/APOB/SPMIP9/PRSS55/PGK2/ADAM7/CIMAP1A",89
"GO:0022617","extracellular matrix disassembly","37/4940","72/18860",0.513888888888889,1.96193207377418,4.87162180004463,4.34362834617269e-06,0.000261870670485604,0.00021634610416514,"MMP11/MMP13/MMP1/MMP12/RECK/ENG/ADAM8/FAP/TIMP3/MELTF/PRSS2/MMP3/MMP19/IL6/FGFR4/PRSS1/MMP10/CTSV/MMP9/TPSAB1/PDPN/MMP14/LCP1/ADAMTS15/TMPRSS6/DDR2/MMP7/CARMIL2/CTSG/CMA1/ADAMTS4/DPP4/MMP8/TGFB2/HPN/MMP20/MIR205",37
"GO:1900046","regulation of hemostasis","37/4940","72/18860",0.513888888888889,1.96193207377418,4.87162180004463,4.34362834617269e-06,0.000261870670485604,0.00021634610416514,"CAV1/FGB/THBD/F12/PROC/CD36/CEACAM1/FAP/ANGPT1/EPHB2/PLAU/PDGFB/EDN1/PROS1/SERPING1/UBASH3B/COMP/ADTRP/F2/EMILIN2/PRKG1/FGA/F11/F7/TBXA2R/CPB2/F2RL1/HRG/PF4/TSPAN8/SERPINE2/ADAMTS18/PLAT/KRT1/KNG1/FGG/VTN",37
"GO:0007088","regulation of mitotic nuclear division","54/4940","119/18860",0.453781512605042,1.73245330520872,4.77485547089733,4.71131030459819e-06,0.000281332529617435,0.000232424641693511,"NEK2/CDC25C/DLGAP5/CENPF/CDC20/UBE2C/NUF2/BUB1B/PLK1/BIRC5/CDCA8/SKA3/CCNB1/AURKB/TTK/MKI67/NDC80/ZWINT/PKMYT1/RCC1/ESPL1/CDCA2/CHEK1/SPC24/KNL1/KNTC1/SKA1/BUB1/AURKA/MAD2L1/TRIP13/SPC25/TOM1L2/CAV2/MTBP/SPDL1/FBXO43/HASPIN/PDGFB/EDN1/ZWILCH/GEN1/KIF20B/INCENP/EGF/BORA/HOXA13/DUSP1/TGFA/DMRT1/EREG/EDN3/EPGN/FGF8",54
"GO:0072073","kidney epithelium development","65/4940","151/18860",0.43046357615894,1.64342976646915,4.72898048339773,4.97297831855856e-06,0.000294156359031719,0.000243019129152201,"PECAM1/EDNRB/GREM1/KIF26B/LGR4/SMAD6/KANK2/CAT/SLIT2/EPCAM/TCF21/CD34/SIX4/GREB1L/AQP11/TMEM59L/SMAD7/CRLF1/EDN1/SALL1/SIX1/FGF2/LAMB2/SIX2/ADAMTS16/WWTR1/PODXL/FGFR2/LHX1/AGT/GPC3/NPNT/HOXB7/PTPRO/BMP2/GDNF/BASP1/BMPER/HEYL/RET/AGTR2/HOXA11/CD24/WNT2B/CALB1/DCHS1/WNT6/SIM1/ROBO2/KLF15/HS3ST3A1/AQP1/NPHS1/ARG2/HOXD11/SOX9/FOXD1/PROM1/WNT1/IRX1/EPHA7/FGF8/POU3F3/SLC22A6/CER1",65
"GO:0061138","morphogenesis of a branching epithelium","81/4940","199/18860",0.407035175879397,1.55398449738571,4.68015116355953,5.26785951832464e-06,0.000307033671927498,0.000253657802326067,"GREM1/PITX2/FOXF1/LGR4/MDK/RASIP1/SLIT2/TIE1/NOTCH4/TGFBR2/TCF21/TIMELESS/HMGA2/TBX3/TBX2/SIX4/PAK1/ENG/SULF1/KDM5B/GREB1L/ST14/TMEM59L/HOXB13/NTN4/EDN1/HOXA5/SALL1/SIX1/FGF10/FGF2/SIX2/ADAMTS16/DLG5/MYCN/SOCS3/EGF/CAV3/FGFR2/LHX1/AGT/GPC3/NPNT/ETV5/HOXB7/NFATC4/HHIP/HOXA13/PGR/RSPO2/BMP2/GCM1/GDNF/FOXA1/TFAP2C/AGTR2/MMP14/HOXA11/WNT2B/DCHS1/HOXD13/GDF2/RDH10/WNT6/TNC/HS3ST3A1/MSX2/PKHD1/HOXD11/GBX2/SOX9/WNT2/FOXD1/MET/SFRP2/WNT1/CASR/IHH/TBX20/LAMA1/FGF8",81
"GO:0021953","central nervous system neuron differentiation","96/4940","245/18860",0.391836734693878,1.49595967941833,4.65480057818801,5.28861827243537e-06,0.000307033671927498,0.000253657802326067,"TAL1/NOVA2/MNX1/SLIT2/ADARB1/FEZF1/WNT3A/WNT3/AGTPBP1/PAX7/GATA2/POU3F2/RAC3/SHANK3/HOXC10/EPHB2/DCC/MDGA1/POU4F1/SPOCK1/SALL1/FGF2/EN2/NR2E1/ID4/LHX5/TSKU/FGFR2/LHX1/ZEB2/LHX6/HPRT1/BMP2/NANOS1/ASCL1/DLX5/BRSK1/BTG2/PLXNA3/NDNF/ISL1/EPHB3/TFAP2C/TUBA1A/BRSK2/EMX1/ELAVL4/DLX1/LHX8/WNT7A/ROBO2/NKX6-1/DKK1/ISL2/EPHB1/ERBB4/NTRK2/NEUROD1/GBX2/DLX2/WNT2/CEND1/PHOX2B/FOXG1/CNTN2/SFRP2/TBR1/GBX1/ARX/DMRT3/CHRNB2/SOX1/PHOX2A/SKOR2/WNT1/ATOH1/PAX6/CBLN1/LHX3/EN1/MDGA2/FOXN4/TBX20/BARHL2/VSX2/BRINP1/OLIG2/FGF8/NKX2-2/OTP/OLIG3/BRINP2/GSX2/LEP/GABRB1/FEZF2",96
"GO:0030193","regulation of blood coagulation","36/4940","70/18860",0.514285714285714,1.96344707923655,4.81079312338731,5.6974993984474e-06,0.000327736892002433,0.000270761898017959,"CAV1/FGB/THBD/F12/PROC/CD36/CEACAM1/FAP/ANGPT1/EPHB2/PLAU/PDGFB/EDN1/PROS1/SERPING1/UBASH3B/ADTRP/F2/EMILIN2/PRKG1/FGA/F11/F7/TBXA2R/CPB2/F2RL1/HRG/PF4/TSPAN8/SERPINE2/ADAMTS18/PLAT/KRT1/KNG1/FGG/VTN",36
"GO:0030195","negative regulation of blood coagulation","29/4940","52/18860",0.557692307692308,2.12916536904391,4.85725720230398,5.77127390769545e-06,0.000328962612738641,0.000271774534926022,"FGB/THBD/F12/PROC/CEACAM1/FAP/ANGPT1/PLAU/PDGFB/EDN1/PROS1/SERPING1/UBASH3B/ADTRP/F2/PRKG1/FGA/F11/CPB2/HRG/PF4/TSPAN8/SERPINE2/ADAMTS18/PLAT/KRT1/KNG1/FGG/VTN",29
"GO:0048469","cell maturation","88/4940","221/18860",0.398190045248869,1.52021543590965,4.6341624542369,6.07338638981061e-06,0.000343064258235248,0.000283424698191162,"EPAS1/KIF14/EDNRB/TAL1/CCNB1/SPINK1/CABYR/PAEP/AURKA/TRIP13/MYOC/BHLHA15/ANKS1A/TDRKH/GLDN/LGI4/GATA2/TMEM79/RAC3/FUT6/PABPC1L/FBXO41/RUNX2/HOXB13/NTN4/PTH1R/FLVCR1/SOX18/EDN1/HOXA5/SMIM45/TDRD5/KLF2/SLC26A6/VSX1/KCNQ3/BTK/CATSPERT/C1QA/LHX6/PGR/ASCL1/EPB42/TUBB8/FOXA1/PPARG/RET/LRRK2/BFSP2/SCARF1/CNTNAP2/BRCA2/EPHA8/RHEX/KCNE1/TDRD1/CDKN1C/CATSPERD/RXFP2/C1QL1/TRIM58/TBX6/EREG/NKX6-1/LCN6/ROPN1L/G6PD/IL21/P2RX5/ADGRB3/CNTN2/CX3CL1/ZAR1L/PLA2G3/SLC26A3/CFTR/PLA2G10/DAZL/CCL19/SLC22A14/NPPC/CATSPER4/SIX3/IHH/DEFB1/TCP11/EPO/ADAM7",88
"GO:0001823","mesonephros development","48/4940","103/18860",0.466019417475728,1.77917534688102,4.72362392072626,6.37206170447774e-06,0.000356721668634602,0.000294707853832096,"GREM1/KIF26B/LGR4/SMAD6/CAT/SLIT2/EPCAM/TCF21/SIX4/GREB1L/TMEM59L/SMAD7/CRLF1/SALL1/SIX1/FGF10/FGF2/SIX2/ADAMTS16/FGFR2/LHX1/AGT/GPC3/NPNT/HOXB7/BMP2/GDNF/BASP1/ZBTB16/BMPER/RET/AGTR2/HOXA11/WNT2B/CALB1/DCHS1/WNT6/SIM1/ROBO2/HS3ST3A1/OSR2/ARG2/HOXD11/SOX9/FOXD1/WNT1/FGF8/CER1",48
"GO:0045653","negative regulation of megakaryocyte differentiation","15/4940","20/18860",0.75,2.86336032388664,4.96677606524436,7.04523393618212e-06,0.000390916962653645,0.000322958511410827,"H4C5/H4C8/H4C14/H4C12/H4C9/H4C3/H4C2/H4C4/H4C11/H4C1/H4C16/PF4/H4C13/H4C15/H4C6",15
"GO:0006821","chloride transport","57/4940","129/18860",0.441860465116279,1.68694096601073,4.66376841399159,7.14702034515918e-06,0.000393086118983755,0.000324750573578286,"CLIC5/NMUR1/P2RY6/SLC4A1/PRKG2/ANO7/CLCN2/SLC12A4/SLC1A1/FXYD1/GLRA3/ANO2/TTYH1/GABRA3/SLC26A6/TTYH3/ANO9/SLC12A8/SLC1A4/ABCB1/SLC4A3/CLDN4/SLC12A7/AQP6/SLC1A7/SLC26A1/CLIC3/GABRQ/KCNK1/GABRG2/CA7/GABRG3/GABRR2/BEST4/GABRA5/P2RX5/CA2/GABRR1/GABRP/P2RY4/GABRD/SLC26A4/CLIC6/KCNK2/BEST3/GABRR3/SLC26A3/GABRE/CFTR/CLCNKA/GABRA4/CLCN1/CASR/CLCA1/SLC12A3/GABRB1/BEST2",57
"GO:0007548","sex differentiation","112/4940","297/18860",0.377104377104377,1.43971428181954,4.55017291575616,7.55574234285618e-06,0.000411952212953985,0.000340336915965174,"ASPM/LGR4/BRIP1/CENPI/STRA6/SLIT2/FANCA/NOTCH4/TCF21/ADAMTS1/INHA/HMGA2/TBX3/SIX4/SLIT3/GREB1L/ACE/UMODL1/DMRTA2/VGF/DACH1/TESC/MCIDAS/MMP19/SRD5A1/CBX2/DHH/HOXA10/FZD4/TEX11/BIK/ADCYAP1R1/SALL1/PRDX4/FGF10/FANCG/ZP3/PTPRN/GATA1/RETN/CGA/KIF18A/ABCB1/GATA6/ADGRG1/NUP210L/LHX1/CCNO/HOXA13/PGR/TEX19/FKBP4/PTX3/BASP1/DHCR24/NR0B1/LHB/ADAM32/PCYT1B/CNTFR/TFAP2C/SCX/MMP14/HOXA11/WNT2B/BRCA2/AFP/DMRTC2/CYP17A1/DMRT1/SYCP2/HOXD13/FOXF2/NUPR1/NR5A2/RBP4/FOXL2/RXFP2/RDH10/HNF4A/ADAM2/AKR1C3/LHCGR/WNT7A/ROBO2/EREG/NR5A1/LFNG/SOX15/AMH/GFRA1/CYP19A1/SOX9/ODAD3/C18orf63/SFRP2/TGFB2/DNAAF3/INHBB/DMRT3/UTF1/NPPC/ADAM18/FSHR/HOXA9/SIX3/GATA4/SRY/FGF8/ZFP42/LEP/ADAM20",112
"GO:0015718","monocarboxylic acid transport","74/4940","180/18860",0.411111111111111,1.56954565901934,4.57382506119273,8.67088427176617e-06,0.00046867624468943,0.000387199832135765,"CRABP2/FABP4/SLC2A1/ABCC3/PTGES/TNFSF11/ABCG2/CD36/CEACAM1/ACE/ABCC2/ERFE/SLCO1B3/SLC5A6/PLA2G4F/PLA2G2F/SLC16A9/EDN1/SLC6A13/CRABP1/SLC26A6/SLC16A14/ACACB/SLC27A3/SLCO2A1/PLA2G4A/SLC6A8/PLA2G2C/ABCB4/SLC16A8/ABCC11/CPT1B/SLC6A11/RBP2/SLCO2B1/FABP5/AVPR1B/MFSD2A/PLA2G5/SLC5A12/SLC16A3/AKR1C1/AKR1C4/PPARG/SLCO1B1/SLC16A11/EMB/CLDN2/NTSR1/TNFRSF11A/SLC16A6/KCNJ8/PLA2G1B/SLCO1A2/SLC27A6/FABP7/OXT/SLC6A12/SLC22A11/SLC16A7/FABP12/TSPO2/PLA2G3/SLC16A1/ABCB11/PLA2G10/SLC22A8/SLCO1B3-SLCO1B7/PLA2G2D/CASR/LEP/NR1H4/CYP4F2/SLC22A6",74
"GO:0035082","axoneme assembly","49/4940","107/18860",0.457943925233645,1.74834462143857,4.62446333739526,9.36060062789586e-06,0.000501632187494932,0.000414426591901714,"FSIP2/RSPH9/CFAP58/LRRC46/DRC2/HOATZ/ZMYND10/RSPH1/ODAD4/DNAI3/DNAI4/CLXN/RSPH4A/DRC1/CFAP65/DNAAF6/CFAP73/DNAAF8/CFAP43/TEKT2/CCDC146/SPEF1/DNAI2/ODAD3/ODAD2/CFAP57/CFAP91/PDCL2/DNAI1/DNAAF1/HYDIN/TTLL8/PLA2G3/CFAP74/DNAAF3/DRC7/DNAH12/RP1/SPAG6/DNAJB13/CFAP46/ODAD1/RSPH6A/NEURL1/CFAP206/CFAP100/DAW1/CFAP47/DCX",49
"GO:0007094","mitotic spindle assembly checkpoint signaling","27/4940","48/18860",0.5625,2.14752024291498,4.74205597661832,9.72251698263508e-06,0.000505403259826236,0.000417542087065375,"CENPF/CDC20/NUF2/BUB1B/PLK1/BIRC5/CDCA8/SKA3/CCNB1/AURKB/TTK/NDC80/ZWINT/SPC24/KNL1/KNTC1/SKA1/BUB1/MAD2L1/TRIP13/SPC25/SPDL1/HASPIN/ZWILCH/GEN1/INCENP/DUSP1",27
"GO:0071173","spindle assembly checkpoint signaling","27/4940","48/18860",0.5625,2.14752024291498,4.74205597661832,9.72251698263508e-06,0.000505403259826236,0.000417542087065375,"CENPF/CDC20/NUF2/BUB1B/PLK1/BIRC5/CDCA8/SKA3/CCNB1/AURKB/TTK/NDC80/ZWINT/SPC24/KNL1/KNTC1/SKA1/BUB1/MAD2L1/TRIP13/SPC25/SPDL1/HASPIN/ZWILCH/GEN1/INCENP/DUSP1",27
